CustID,IMEI/MEID,IMEI2,Serial Number,Order Date,Order Number,Model,User ID,Tags,Submitted,Profile,Status,Reseller ID,Reseller Name,Last Modified Time,Last Seen
16244,354491513462625,357022903462623,R58W30FXPBF,20 Jan 1970 15:54:10 GMT,MaaS_NZHG_0211231130_386,SM-A235F/DS,,,03 Nov 2023 08:55:13 GMT,NZHG Device Owner Profile (DO_AE_ZT) Production,DO enrollment,6404724587,2degrees,08 Dec 2023 02:32:27 GMT,08 Dec 2023 02:32:27 GMT
16244,354491513267719,357022903267717,R58W11KZECA,20 Jan 1970 10:33:03 GMT,NZHG_Refresh400c,SM-A235F/DS,,,27 Mar 2023 08:57:33 GMT,NZHG Device Owner Profile (DO_AE_ZT) Production,DO enrollment,6404724587,2degrees,08 Dec 2023 02:21:24 GMT,08 Dec 2023 02:21:24 GMT
16244,354491513347701,357022903347709,R58W20LZC9F,20 Jan 1970 13:21:36 GMT,NZHG_SDS403037A,SM-A235F/DS,,,19 Jul 2023 09:52:48 GMT,NZHG Device Owner Profile (DO_AE_ZT) Production,DO enrollment,6404724587,2degrees,08 Dec 2023 01:37:54 GMT,08 Dec 2023 01:37:54 GMT
16244,354491513472459,357022903472457,R58W30FYL4R,20 Jan 1970 15:54:10 GMT,MaaS_NZHG_0211231130_411,SM-A235F/DS,,,03 Nov 2023 09:18:00 GMT,NZHG Device Owner Profile (DO_AE_ZT) Production,DO enrollment,6404724587,2degrees,08 Dec 2023 01:04:59 GMT,08 Dec 2023 01:04:59 GMT
16244,354491513370356,357022903370354,R58W20M1EXV,20 Jan 1970 15:54:10 GMT,MaaS_NZHG_0211231130_121,SM-A235F/DS,,,03 Nov 2023 09:01:27 GMT,NZHG Device Owner Profile (DO_AE_ZT) Production,DO enrollment,6404724587,2degrees,08 Dec 2023 00:43:41 GMT,08 Dec 2023 00:43:41 GMT
16244,354491513251697,357022903251695,R58W11KXYTM,20 Jan 1970 15:54:10 GMT,MaaS_NZHG_0211231130_085,SM-A235F/DS,,,03 Nov 2023 09:12:18 GMT,NZHG Device Owner Profile (DO_AE_ZT) Production,DO enrollment,6404724587,2degrees,07 Dec 2023 23:50:52 GMT,07 Dec 2023 23:50:52 GMT
16244,354491513462211,357022903462219,R58W30FXN3W,20 Jan 1970 13:00:00 GMT,NZHG_SDS400296E,SM-A235F/DS,,,04 Jul 2023 09:55:14 GMT,NZHG Device Owner Profile (DO_AE_ZT) Production,DO enrollment,6404724587,2degrees,07 Dec 2023 23:15:47 GMT,07 Dec 2023 23:15:47 GMT
16244,354491513256704,357022903256702,R58W11KYE0X,20 Jan 1970 11:17:45 GMT,NZHG_SDS386683A,SM-A235F/DS,,,24 Apr 2023 09:52:39 GMT,NZHG Device Owner Profile (DO_AE_ZT) Production,DO enrollment,6404724587,2degrees,07 Dec 2023 22:37:19 GMT,07 Dec 2023 22:37:19 GMT
16244,354491513252570,357022903252578,R58W11KY1GM,20 Jan 1970 15:54:10 GMT,MaaS_NZHG_0211231130_167,SM-A235F/DS,,,03 Nov 2023 09:06:12 GMT,NZHG Device Owner Profile (DO_AE_ZT) Production,DO enrollment,6404724587,2degrees,07 Dec 2023 21:17:28 GMT,07 Dec 2023 21:17:28 GMT
16244,354491513270648,357022903270646,R58W11KZP8N,20 Jan 1970 11:17:45 GMT,NZHG_SDS386683A,SM-A235F/DS,,,24 Apr 2023 09:52:39 GMT,NZHG Device Owner Profile (DO_AE_ZT) Production,DO enrollment,6404724587,2degrees,07 Dec 2023 07:34:15 GMT,07 Dec 2023 07:34:15 GMT
16244,354491513372741,357022903372749,R58W20M1N5L,20 Jan 1970 13:21:36 GMT,NZHG_SDS403203,SM-A235F/DS,,,21 Jul 2023 09:53:47 GMT,NZHG Device Owner Profile (DO_AE_ZT) Production,DO enrollment,6404724587,2degrees,07 Dec 2023 04:03:52 GMT,07 Dec 2023 04:03:52 GMT
16244,354491513618036,357022903618034,R58W31D3FQY,20 Jan 1970 14:32:09 GMT,NZHG_SDS413350C,SM-A235F/DS,,,06 Sep 2023 09:54:36 GMT,NZHG Device Owner Profile (DO_AE_ZT) Production,DO enrollment,6404724587,2degrees,07 Dec 2023 03:41:23 GMT,07 Dec 2023 03:41:23 GMT
16244,354491513626534,357022903626532,R58W31D48GH,20 Jan 1970 15:12:25 GMT,MaaS_NZHG_0310231730_091,SM-A235F/DS,,,04 Oct 2023 09:00:41 GMT,NZHG Device Owner Profile (DO_AE_ZT) Production,DO enrollment,6404724587,2degrees,07 Dec 2023 03:23:52 GMT,07 Dec 2023 03:23:52 GMT
16244,354491513388713,357022903388711,R58W20M34JN,20 Jan 1970 13:21:36 GMT,NZHG_SDS403216,SM-A235F/DS,,,21 Jul 2023 09:53:45 GMT,NZHG Device Owner Profile (DO_AE_ZT) Production,DO enrollment,6404724587,2degrees,07 Dec 2023 02:25:44 GMT,07 Dec 2023 02:25:44 GMT
16244,354491513517980,357022903517988,R58W30KABRX,20 Jan 1970 11:20:38 GMT,NZHG_SDS386944A,SM-A235F/DS,,,26 Apr 2023 09:51:54 GMT,NZHG Device Owner Profile (DO_AE_ZT) Production,DO enrollment,6404724587,2degrees,07 Dec 2023 02:07:34 GMT,07 Dec 2023 02:07:34 GMT
16244,354491513340177,357022903340175,R58W20LYNFP,20 Jan 1970 13:50:24 GMT,NZHG_SDS407454,SM-A235F/DS,,,09 Aug 2023 02:52:08 GMT,NZHG Device Owner Profile (DO_AE_ZT) Production,DO enrollment,6404724587,2degrees,07 Dec 2023 00:41:11 GMT,07 Dec 2023 00:41:11 GMT
16244,354491513369598,357022903369596,R58W20M1CLD,20 Jan 1970 13:50:24 GMT,NZHG_SDS407454,SM-A235F/DS,,,09 Aug 2023 02:52:08 GMT,NZHG Device Owner Profile (DO_AE_ZT) Production,DO enrollment,6404724587,2degrees,07 Dec 2023 00:40:57 GMT,07 Dec 2023 00:40:57 GMT
16244,354491513627565,357022903627563,R58W31D4KGX,20 Jan 1970 15:54:10 GMT,MaaS_NZHG_0211231130_335,SM-A235F/DS,,,03 Nov 2023 08:58:50 GMT,NZHG Device Owner Profile (DO_AE_ZT) Production,DO enrollment,6404724587,2degrees,07 Dec 2023 00:29:38 GMT,07 Dec 2023 00:29:38 GMT
16244,354491513258163,357022903258161,R58W11KYJEB,20 Jan 1970 13:21:36 GMT,NZHG_SDS403037,SM-A235F/DS,,,19 Jul 2023 09:52:37 GMT,NZHG Device Owner Profile (DO_AE_ZT) Production,DO enrollment,6404724587,2degrees,07 Dec 2023 00:11:50 GMT,07 Dec 2023 00:11:50 GMT
16244,354491513257033,357022903257031,R58W11KYF0N,20 Jan 1970 13:21:36 GMT,NZHG_SDS403037C,SM-A235F/DS,,,19 Jul 2023 09:53:10 GMT,NZHG Device Owner Profile (DO_AE_ZT) Production,DO enrollment,6404724587,2degrees,07 Dec 2023 00:08:39 GMT,07 Dec 2023 00:08:39 GMT
16244,354491513367212,357022903367210,R58W20M15DY,20 Jan 1970 14:32:09 GMT,NZHG_SDS413350C,SM-A235F/DS,,,06 Sep 2023 09:54:36 GMT,NZHG Device Owner Profile (DO_AE_ZT) Production,DO enrollment,6404724587,2degrees,06 Dec 2023 23:40:23 GMT,06 Dec 2023 23:40:23 GMT
16244,354491513347586,357022903347584,R58W20LZBXJ,20 Jan 1970 15:54:10 GMT,MaaS_NZHG_0211231130_117,SM-A235F/DS,,,03 Nov 2023 09:04:46 GMT,NZHG Device Owner Profile (DO_AE_ZT) Production,DO enrollment,6404724587,2degrees,06 Dec 2023 23:04:00 GMT,06 Dec 2023 23:04:00 GMT
16244,354491513203532,357022903203530,R58W10GLJ3M,20 Jan 1970 13:21:36 GMT,NZHG_SDS403037A,SM-A235F/DS,,,19 Jul 2023 09:52:48 GMT,NZHG Device Owner Profile (DO_AE_ZT) Production,DO enrollment,6404724587,2degrees,06 Dec 2023 22:33:53 GMT,06 Dec 2023 22:33:53 GMT
16244,354491513464340,357022903464348,R58W30FXVJT,20 Jan 1970 16:34:30 GMT,NZHG_SDS430352,SM-A235F/DS,,,30 Nov 2023 08:54:45 GMT,NZHG Device Owner Profile (DO_AE_ZT) Production,DO enrollment,6404724587,2degrees,06 Dec 2023 22:01:06 GMT,06 Dec 2023 22:01:06 GMT
16244,354491513259435,357022903259433,R58W11KYN9H,20 Jan 1970 10:33:03 GMT,NZHG_Refresh400d,SM-A235F/DS,,,27 Mar 2023 09:00:25 GMT,NZHG Device Owner Profile (DO_AE_ZT) Production,DO enrollment,6404724587,2degrees,06 Dec 2023 21:37:56 GMT,06 Dec 2023 21:37:56 GMT
16244,354491513515216,357022903515214,R58W30KA3CW,20 Jan 1970 11:17:45 GMT,NZHG_SDS386683A,SM-A235F/DS,,,24 Apr 2023 09:52:39 GMT,NZHG Device Owner Profile (DO_AE_ZT) Production,DO enrollment,6404724587,2degrees,06 Dec 2023 20:52:41 GMT,06 Dec 2023 20:52:41 GMT
16244,354491513499387,357022903499385,R58W30K8MDP,20 Jan 1970 11:20:38 GMT,NZHG_SDS386944,SM-A235F/DS,,,26 Apr 2023 09:52:26 GMT,NZHG Device Owner Profile (DO_AE_ZT) Production,DO enrollment,6404724587,2degrees,06 Dec 2023 20:37:39 GMT,06 Dec 2023 20:37:39 GMT
16244,354491513264401,357022903264409,R58W11KZ4BX,20 Jan 1970 13:21:36 GMT,NZHG_SDS403203,SM-A235F/DS,,,21 Jul 2023 09:53:47 GMT,NZHG Device Owner Profile (DO_AE_ZT) Production,DO enrollment,6404724587,2degrees,06 Dec 2023 19:50:56 GMT,06 Dec 2023 19:50:56 GMT
16244,354491513391980,357022903391988,R58W20M3EFR,20 Jan 1970 13:50:24 GMT,NZHG_SDS407454,SM-A235F/DS,,,09 Aug 2023 02:52:08 GMT,NZHG Device Owner Profile (DO_AE_ZT) Production,DO enrollment,6404724587,2degrees,06 Dec 2023 19:21:54 GMT,06 Dec 2023 19:21:54 GMT
16244,354491513261886,357022903261884,R58W11KYWPN,20 Jan 1970 13:21:36 GMT,NZHG_SDS403037A,SM-A235F/DS,,,19 Jul 2023 09:52:48 GMT,NZHG Device Owner Profile (DO_AE_ZT) Production,DO enrollment,6404724587,2degrees,06 Dec 2023 11:01:22 GMT,06 Dec 2023 11:01:22 GMT
16244,354491513266141,357022903266149,R58W11KZ9LE,20 Jan 1970 15:54:10 GMT,MaaS_NZHG_0211231130_219,SM-A235F/DS,,,03 Nov 2023 09:00:49 GMT,NZHG Device Owner Profile (DO_AE_ZT) Production,DO enrollment,6404724587,2degrees,06 Dec 2023 08:38:06 GMT,06 Dec 2023 08:38:06 GMT
16244,354491513617384,357022903617382,R58W31D3DRW,20 Jan 1970 14:32:09 GMT,NZHG_SDS413350C,SM-A235F/DS,,,06 Sep 2023 09:54:36 GMT,NZHG Device Owner Profile (DO_AE_ZT) Production,DO enrollment,6404724587,2degrees,06 Dec 2023 05:08:20 GMT,06 Dec 2023 05:08:20 GMT
16244,354491513502545,357022903502543,R58W30K8XZJ,20 Jan 1970 12:38:24 GMT,NZHG_SDS397261,SM-A235F/DS,,,19 Jun 2023 09:54:40 GMT,NZHG Device Owner Profile (DO_AE_ZT) Production,DO enrollment,6404724587,2degrees,06 Dec 2023 04:46:05 GMT,06 Dec 2023 04:46:05 GMT
16244,354491513618549,357022903618547,R58W31D3H9P,20 Jan 1970 14:49:26 GMT,NZHG_SDS415549,SM-A235F/DS,,,18 Sep 2023 09:55:01 GMT,NZHG Device Owner Profile (DO_AE_ZT) Production,DO enrollment,6404724587,2degrees,06 Dec 2023 02:07:33 GMT,06 Dec 2023 02:07:33 GMT
16244,354491513252760,357022903252768,R58W11KY22X,20 Jan 1970 15:54:10 GMT,MaaS_NZHG_0211231130_276,SM-A235F/DS,,,03 Nov 2023 09:13:49 GMT,NZHG Device Owner Profile (DO_AE_ZT) Production,DO enrollment,6404724587,2degrees,06 Dec 2023 01:03:08 GMT,06 Dec 2023 01:03:08 GMT
16244,354491513251663,357022903251661,R58W11KXYQW,20 Jan 1970 13:50:24 GMT,NZHG_SDS407454A,SM-A235F/DS,,,09 Aug 2023 02:52:12 GMT,NZHG Device Owner Profile (DO_AE_ZT) Production,DO enrollment,6404724587,2degrees,06 Dec 2023 00:54:55 GMT,06 Dec 2023 00:54:55 GMT
16244,354491513370315,357022903370313,R58W20M1ESD,20 Jan 1970 13:21:36 GMT,NZHG_SDS403203,SM-A235F/DS,,,21 Jul 2023 09:53:47 GMT,NZHG Device Owner Profile (DO_AE_ZT) Production,DO enrollment,6404724587,2degrees,06 Dec 2023 00:32:22 GMT,06 Dec 2023 00:32:22 GMT
16244,354491513264559,357022903264557,R58W11KZ4SZ,20 Jan 1970 16:33:03 GMT,NZHG_SDS429954A,SM-A235F/DS,,,29 Nov 2023 08:54:02 GMT,NZHG Device Owner Profile (DO_AE_ZT) Production,DO enrollment,6404724587,2degrees,05 Dec 2023 22:24:35 GMT,05 Dec 2023 22:24:35 GMT
16244,354491513347909,357022903347907,R58W20LZCWY,20 Jan 1970 13:21:36 GMT,NZHG_SDS403216,SM-A235F/DS,,,21 Jul 2023 09:53:45 GMT,NZHG Device Owner Profile (DO_AE_ZT) Production,DO enrollment,6404724587,2degrees,05 Dec 2023 21:56:29 GMT,05 Dec 2023 21:56:29 GMT
16244,354491513516594,357022903516592,R58W30KA7JZ,20 Jan 1970 12:38:24 GMT,NZHG_SDS397184,SM-A235F/DS,,,19 Jun 2023 09:53:36 GMT,NZHG Device Owner Profile (DO_AE_ZT) Production,DO enrollment,6404724587,2degrees,05 Dec 2023 21:42:04 GMT,05 Dec 2023 21:42:04 GMT
16244,354491513252398,357022903252396,R58W11KY0YN,20 Jan 1970 13:21:36 GMT,NZHG_SDS403037A,SM-A235F/DS,,,19 Jul 2023 09:52:48 GMT,NZHG Device Owner Profile (DO_AE_ZT) Production,DO enrollment,6404724587,2degrees,05 Dec 2023 21:16:28 GMT,05 Dec 2023 21:16:28 GMT
16244,352570130000652,353743940000654,R5CW1253KGM,20 Jan 1970 11:00:28 GMT,NZHG_SDS384653,SM-A536E/DS,,,26 Apr 2023 09:52:47 GMT,NZHG Device Owner Profile (DO_AE_ZT) Production,DO enrollment,6404724587,2degrees,05 Dec 2023 18:21:58 GMT,05 Dec 2023 18:21:58 GMT
16244,354491513459878,357022903459876,R58W30FXF0V,20 Jan 1970 15:54:10 GMT,MaaS_NZHG_0211231130_368,SM-A235F/DS,,,03 Nov 2023 09:17:38 GMT,NZHG Device Owner Profile (DO_AE_ZT) Production,DO enrollment,6404724587,2degrees,05 Dec 2023 09:12:58 GMT,05 Dec 2023 09:12:58 GMT
16244,354491513461874,357022903461872,R58W30FXM2J,20 Jan 1970 11:17:45 GMT,NZHG_SDS386683B,SM-A235F/DS,,,24 Apr 2023 09:52:49 GMT,NZHG Device Owner Profile (DO_AE_ZT) Production,DO enrollment,6404724587,2degrees,05 Dec 2023 05:13:00 GMT,05 Dec 2023 05:13:00 GMT
16244,354491513459837,357022903459835,R58W30FXEWY,20 Jan 1970 15:54:10 GMT,MaaS_NZHG_0211231130_378,SM-A235F/DS,,,03 Nov 2023 09:07:18 GMT,NZHG Device Owner Profile (DO_AE_ZT) Production,DO enrollment,6404724587,2degrees,05 Dec 2023 04:39:18 GMT,05 Dec 2023 04:39:18 GMT
16244,351662613319237,352465213319238,R58N7141CCT,,,SM-A217F/DS,,,15 Oct 2020 21:49:28 GMT,NZHG Device Owner Profile (DO_AE_ZT) Production,DO enrollment,6404724587,2degrees,05 Dec 2023 04:27:06 GMT,05 Dec 2023 04:27:06 GMT
16244,354491513468523,357022903468521,R58W30FY87F,20 Jan 1970 12:38:24 GMT,NZHG_SDS397184,SM-A235F/DS,,,19 Jun 2023 09:53:36 GMT,NZHG Device Owner Profile (DO_AE_ZT) Production,DO enrollment,6404724587,2degrees,05 Dec 2023 02:52:35 GMT,05 Dec 2023 02:52:35 GMT
16244,354491513369580,357022903369588,R58W20M1CKJ,20 Jan 1970 15:54:10 GMT,MaaS_NZHG_0211231130_231,SM-A235F/DS,,,03 Nov 2023 09:05:23 GMT,NZHG Device Owner Profile (DO_AE_ZT) Production,DO enrollment,6404724587,2degrees,05 Dec 2023 00:55:04 GMT,05 Dec 2023 00:55:04 GMT
16244,354491513368863,357022903368861,R58W20M1ADJ,20 Jan 1970 13:21:36 GMT,NZHG_SDS403203,SM-A235F/DS,,,21 Jul 2023 09:53:47 GMT,NZHG Device Owner Profile (DO_AE_ZT) Production,DO enrollment,6404724587,2degrees,04 Dec 2023 22:41:21 GMT,04 Dec 2023 22:41:21 GMT
16244,354491513368855,357022903368853,R58W20M1ACK,20 Jan 1970 13:28:48 GMT,NZHG_SDS404302,SM-A235F/DS,,,25 Jul 2023 09:53:00 GMT,NZHG Device Owner Profile (DO_AE_ZT) Production,DO enrollment,6404724587,2degrees,04 Dec 2023 22:38:25 GMT,04 Dec 2023 22:38:25 GMT
16244,354491513609548,357022903609546,R58W31D2P0F,20 Jan 1970 15:54:10 GMT,MaaS_NZHG_0211231130_278,SM-A235F/DS,,,03 Nov 2023 09:09:00 GMT,NZHG Device Owner Profile (DO_AE_ZT) Production,DO enrollment,6404724587,2degrees,04 Dec 2023 22:04:56 GMT,04 Dec 2023 22:04:56 GMT
16244,354491513379589,357022903379587,R58W20M29WW,20 Jan 1970 13:21:36 GMT,NZHG_SDS403203,SM-A235F/DS,,,21 Jul 2023 09:53:47 GMT,NZHG Device Owner Profile (DO_AE_ZT) Production,DO enrollment,6404724587,2degrees,04 Dec 2023 21:41:41 GMT,04 Dec 2023 21:41:41 GMT
16244,354491513387061,357022903387069,R58W20M2ZJP,20 Jan 1970 15:12:25 GMT,MaaS_NZHG_0310231730_078,SM-A235F/DS,,,04 Oct 2023 08:52:55 GMT,NZHG Device Owner Profile (DO_AE_ZT) Production,DO enrollment,6404724587,2degrees,04 Dec 2023 21:39:05 GMT,04 Dec 2023 21:39:05 GMT
16244,354491513347347,357022903347345,R58W20LZB6F,20 Jan 1970 13:21:36 GMT,NZHG_SDS403203,SM-A235F/DS,,,21 Jul 2023 09:53:47 GMT,NZHG Device Owner Profile (DO_AE_ZT) Production,DO enrollment,6404724587,2degrees,04 Dec 2023 21:02:46 GMT,04 Dec 2023 21:02:46 GMT
16244,354491513262603,357022903262601,R58W11KYYWN,20 Jan 1970 13:21:36 GMT,NZHG_SDS403203,SM-A235F/DS,,,21 Jul 2023 09:53:47 GMT,NZHG Device Owner Profile (DO_AE_ZT) Production,DO enrollment,6404724587,2degrees,04 Dec 2023 20:43:32 GMT,04 Dec 2023 20:43:32 GMT
16244,354491513251176,357022903251174,R58W11KXX8J,20 Jan 1970 13:50:24 GMT,NZHG_SDS407454,SM-A235F/DS,,,09 Aug 2023 02:52:08 GMT,NZHG Device Owner Profile (DO_AE_ZT) Production,DO enrollment,6404724587,2degrees,04 Dec 2023 20:18:01 GMT,04 Dec 2023 20:18:01 GMT
16244,354491513273691,357022903273699,R58W11KZZGN,20 Jan 1970 15:54:10 GMT,MaaS_NZHG_0211231130_304,SM-A235F/DS,,,03 Nov 2023 09:08:41 GMT,NZHG Device Owner Profile (DO_AE_ZT) Production,DO enrollment,6404724587,2degrees,04 Dec 2023 06:50:51 GMT,04 Dec 2023 06:50:51 GMT
16244,354491513284417,357022903284415,R58W11L0YZW,20 Jan 1970 10:33:03 GMT,NZHG_Refresh300a,SM-A235F/DS,,,27 Mar 2023 08:57:25 GMT,NZHG Device Owner Profile (DO_AE_ZT) Production,DO enrollment,6404724587,2degrees,04 Dec 2023 04:55:24 GMT,04 Dec 2023 04:55:24 GMT
16244,354491513513070,357022903513078,R58W30K9WWV,20 Jan 1970 13:00:00 GMT,NZHG_SDS400296A,SM-A235F/DS,,,04 Jul 2023 09:55:25 GMT,NZHG Device Owner Profile (DO_AE_ZT) Production,DO enrollment,6404724587,2degrees,04 Dec 2023 03:56:24 GMT,04 Dec 2023 03:56:24 GMT
16244,354491513621964,357022903621962,R58W31D3TMA,20 Jan 1970 15:54:10 GMT,MaaS_NZHG_0211231130_261,SM-A235F/DS,,,03 Nov 2023 08:56:19 GMT,NZHG Device Owner Profile (DO_AE_ZT) Production,DO enrollment,6404724587,2degrees,04 Dec 2023 03:29:39 GMT,04 Dec 2023 03:29:39 GMT
16244,354491513502727,357022903502725,R58W30K8YHH,20 Jan 1970 11:20:38 GMT,NZHG_SDS386944,SM-A235F/DS,,,26 Apr 2023 09:52:26 GMT,NZHG Device Owner Profile (DO_AE_ZT) Production,DO enrollment,6404724587,2degrees,04 Dec 2023 03:28:02 GMT,04 Dec 2023 03:28:02 GMT
16244,354491513274608,357022903274606,R58W11L028J,20 Jan 1970 10:33:03 GMT,NZHG_Refresh300a,SM-A235F/DS,,,27 Mar 2023 08:57:25 GMT,NZHG Device Owner Profile (DO_AE_ZT) Production,DO enrollment,6404724587,2degrees,04 Dec 2023 03:19:20 GMT,04 Dec 2023 03:19:20 GMT
16244,354491513258254,357022903258252,R58W11KYJPV,20 Jan 1970 13:21:36 GMT,NZHG_SDS403037,SM-A235F/DS,,,19 Jul 2023 09:52:37 GMT,NZHG Device Owner Profile (DO_AE_ZT) Production,DO enrollment,6404724587,2degrees,04 Dec 2023 02:32:36 GMT,04 Dec 2023 02:32:36 GMT
16244,354491513495815,357022903495813,R58W30K8AKA,20 Jan 1970 11:20:38 GMT,NZHG_SDS386944,SM-A235F/DS,,,26 Apr 2023 09:52:26 GMT,NZHG Device Owner Profile (DO_AE_ZT) Production,DO enrollment,6404724587,2degrees,04 Dec 2023 01:47:20 GMT,04 Dec 2023 01:47:20 GMT
16244,354491513269038,357022903269036,R58W11KZJCN,20 Jan 1970 10:33:03 GMT,NZHG_Refresh300a,SM-A235F/DS,,,27 Mar 2023 08:57:25 GMT,NZHG Device Owner Profile (DO_AE_ZT) Production,DO enrollment,6404724587,2degrees,04 Dec 2023 01:35:35 GMT,04 Dec 2023 01:35:35 GMT
16244,354491513394315,357022903394313,R58W20M3MHR,20 Jan 1970 13:21:36 GMT,NZHG_SDS403203,SM-A235F/DS,,,21 Jul 2023 09:53:47 GMT,NZHG Device Owner Profile (DO_AE_ZT) Production,DO enrollment,6404724587,2degrees,04 Dec 2023 01:26:08 GMT,04 Dec 2023 01:26:08 GMT
16244,354491513267008,357022903267006,R58W11KZC7F,20 Jan 1970 11:17:45 GMT,NZHG_SDS386683A,SM-A235F/DS,,,24 Apr 2023 09:52:39 GMT,NZHG Device Owner Profile (DO_AE_ZT) Production,DO enrollment,6404724587,2degrees,04 Dec 2023 01:11:17 GMT,04 Dec 2023 01:11:17 GMT
16244,354491513270226,357022903270224,R58W11KZMZL,20 Jan 1970 10:33:03 GMT,NZHG_Refresh400a,SM-A235F/DS,,,27 Mar 2023 09:00:01 GMT,NZHG Device Owner Profile (DO_AE_ZT) Production,DO enrollment,6404724587,2degrees,04 Dec 2023 01:04:52 GMT,04 Dec 2023 01:04:52 GMT
16244,354491513488224,357022903488222,R58W30K7LKH,20 Jan 1970 12:13:55 GMT,NZHG_SDS393942C,SM-A235F/DS,,,02 Jun 2023 09:59:03 GMT,NZHG Device Owner Profile (DO_AE_ZT) Production,DO enrollment,6404724587,2degrees,04 Dec 2023 00:54:46 GMT,04 Dec 2023 00:54:46 GMT
16244,354491513274343,357022903274341,R58W11L01FV,20 Jan 1970 10:33:03 GMT,NZHG_Refresh300a,SM-A235F/DS,,,27 Mar 2023 08:57:25 GMT,NZHG Device Owner Profile (DO_AE_ZT) Production,DO enrollment,6404724587,2degrees,03 Dec 2023 23:53:48 GMT,03 Dec 2023 23:53:48 GMT
16244,354491513270960,357022903270968,R58W11KZQ7Y,20 Jan 1970 13:21:36 GMT,NZHG_SDS403037,SM-A235F/DS,,,19 Jul 2023 09:52:37 GMT,NZHG Device Owner Profile (DO_AE_ZT) Production,DO enrollment,6404724587,2degrees,03 Dec 2023 23:16:52 GMT,03 Dec 2023 23:16:52 GMT
16244,354491513371743,357022903371741,R58W20M1K4T,20 Jan 1970 13:21:36 GMT,NZHG_SDS403203,SM-A235F/DS,,,21 Jul 2023 09:53:47 GMT,NZHG Device Owner Profile (DO_AE_ZT) Production,DO enrollment,6404724587,2degrees,03 Dec 2023 23:00:50 GMT,03 Dec 2023 23:00:50 GMT
